,date,open,high,low,close,volume,oi,rsi,CMO,tradingsymbol,instrument_type,strike,expiry,lot_size,name,Volume_20_sma,close 50 sma,OI_20_sma,Volume x times,OI_below_20_sma,OI_trend,volume_trend,price>50sma,volume_qualify,rsi_signal,CMO_signal,rsi_trend,greencandle,OI_change,OI_change_cum,new_date,typical price,v*p,cum v*p,cum v,vwap,price_minus_vwap,price_vs_vwap,price_away_vwap,qualify,OI_Value,OI_change_abs
4500,2022-06-27 09:15:00+05:30,147.95,191.35,126.55,163.2,182050,273750,93.23,97.2345132743363,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,39946.25,77.98,303772.5,4.56,True,False,True,True,True,False,True,True,True,4725.0,266850.0,2022-06-27,160,29128000,29128000,182050,160.0,0.0,True,False,False,43512562.5,4725.0
4501,2022-06-27 09:16:00+05:30,162.25,166.1,155.1,165.05,144975,273750,93.36,97.24972497249725,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,46411.25,79.71600000000001,300933.75,3.12,True,False,True,True,True,False,True,True,True,0.0,266850.0,2022-06-27,162,23485950,52613950,327025,160.89,1.11,True,True,False,43964250.0,0.0
4502,2022-06-27 09:17:00+05:30,165.75,169.15,156.8,158.65,91900,314800,87.01,85.22727272727272,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,49545.0,81.342,300147.5,1.85,False,False,True,True,True,False,True,False,False,41050.0,307900.0,2022-06-27,161,14795900,67409850,418925,160.91,0.09,False,False,False,51304530.00000001,41050.0
4503,2022-06-27 09:18:00+05:30,157.35,158.8,146.8,148.7,72125,314800,78.11,67.41305383515956,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,52120.0,82.764,299361.25,1.38,False,False,True,True,True,False,True,False,False,0.0,307900.0,2022-06-27,151,10890875,78300725,491050,159.46,-8.46,False,False,False,48101440.0,0.0
4504,2022-06-27 09:19:00+05:30,148.85,153.25,144.05,144.6,66500,314800,74.72,60.885608856088545,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,54306.25,84.09100000000001,298853.75,1.22,False,False,True,True,True,False,True,False,False,0.0,307900.0,2022-06-27,147,9775500,88076225,557550,157.97,-10.97,False,False,False,46795020.0,0.0
4505,2022-06-27 09:20:00+05:30,143.95,158.7,143.6,149.7,77450,356575,76.11,62.02418271383786,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,56250.0,85.571,300435.0,1.38,False,False,True,True,True,False,True,True,True,41775.0,349675.0,2022-06-27,150,11617500,99693725,635000,157.0,-7.0,False,True,False,53896311.24999999,41775.0
4506,2022-06-27 09:21:00+05:30,149.7,154.8,148.3,152.0,50700,356575,76.73,63.29225352112675,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,57700.0,87.102,302016.25,0.88,False,False,True,True,True,False,True,True,True,0.0,349675.0,2022-06-27,151,7655700,107349425,685700,156.55,-5.55,False,True,False,54038941.25000001,0.0
4507,2022-06-27 09:22:00+05:30,151.8,153.15,148.3,149.4,44800,356575,74.38,60.189982728842814,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,58706.25,88.561,304037.5,0.76,False,False,True,True,True,False,True,False,False,0.0,349675.0,2022-06-27,150,6720000,114069425,730500,156.15,-6.15,False,False,False,53744766.87500001,0.0
4508,2022-06-27 09:23:00+05:30,149.15,151.1,142.95,144.15,68650,397000,69.73,-50.7323568575232,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,60267.5,89.904,308080.0,1.14,False,False,True,True,True,False,False,False,False,40425.0,390100.0,2022-06-27,146,10022900,124092325,799150,155.28,-9.28,False,False,False,58368924.99999999,40425.0
4509,2022-06-27 09:24:00+05:30,143.7,146.1,139.8,146.1,60925,397000,70.47,-50.33200531208502,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,61876.25,91.29400000000001,312122.5,0.98,False,False,True,True,True,False,False,True,True,0.0,390100.0,2022-06-27,144,8773200,132865525,860075,154.48,-10.48,False,False,False,56751149.99999999,0.0
4510,2022-06-27 09:25:00+05:30,145.9,150.7,144.4,149.25,52200,397000,71.67,-27.32558139534885,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,62383.75,92.75400000000002,316950.0,0.84,False,False,True,True,True,False,False,True,True,0.0,390100.0,2022-06-27,148,7725600,140591125,912275,154.11,-6.11,False,True,False,58577350.00000001,0.0
4511,2022-06-27 09:26:00+05:30,149.0,151.0,147.0,148.8,48100,433050,71.22,0.4016064257029029,BANKNIFTY22JUN34600CE,CE,34600.0,2022-06-30,25,BANKNIFTY,63792.5,94.21799999999999,323580.0,0.75,False,False,True,True,True,False,False,False,False,36050.0,426150.0,2022-06-27,148,7118800,147709925,960375,153.8,-5.8,False,True,False,64524450.0,36050.0
