,date,open,high,low,close,volume,oi,rsi,CMO,tradingsymbol,instrument_type,strike,expiry,lot_size,name,Volume_20_sma,close 50 sma,OI_20_sma,Volume x times,OI_below_20_sma,OI_trend,volume_trend,price>50sma,volume_qualify,rsi_signal,CMO_signal,rsi_trend,greencandle,OI_change,OI_change_cum,new_date,typical price,v*p,cum v*p,cum v,vwap,price_minus_vwap,price_vs_vwap,price_away_vwap,qualify,OI_Value,OI_change_abs
199,2022-07-05 09:15:00+05:30,276.6,292.2,256.55,262.85,68050,52800,21.27,-80.24149286498358,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,4707.5,466.634,11187.5,14.46,False,False,True,False,False,True,False,False,False,41800.0,52600.0,2022-07-05,270,18373500,18373500,68050,270.0,0.0,False,False,False,14487000.0,41800.0
200,2022-07-05 09:30:00+05:30,262.85,276.2,232.7,234.8,56100,64200,19.06,-90.01729676303437,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,7482.5,460.52399999999994,13990.0,7.5,False,False,True,False,False,True,False,False,False,11400.0,64000.0,2022-07-05,247,13856700,32230200,124150,259.61,-12.61,False,False,False,16335690.0,11400.0
201,2022-07-05 09:45:00+05:30,234.45,236.9,218.7,224.15,59450,78600,18.29,-89.94524639123945,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,10442.5,453.916,17507.5,5.69,False,False,True,False,True,True,False,False,False,14400.0,78400.0,2022-07-05,226,13435700,45665900,183600,248.72,-22.72,False,False,False,17905080.0,14400.0
202,2022-07-05 10:00:00+05:30,224.15,227.9,211.35,222.8,128700,116300,18.19,-89.35441370223982,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,16872.5,446.193,22907.5,7.63,False,False,True,False,True,True,False,False,False,37700.0,116100.0,2022-07-05,220,28314000,73979900,312300,236.89,-16.89,False,True,False,25542387.5,37700.0
203,2022-07-05 10:15:00+05:30,222.8,228.55,213.7,215.2,75050,110650,17.6,-91.51112247507031,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,20595.0,438.89599999999996,28022.5,3.64,False,True,True,False,True,True,False,False,False,-5650.0,110450.0,2022-07-05,219,16435950,90415850,387350,233.42,-14.42,False,True,False,24467481.25,5650.0
204,2022-07-05 10:30:00+05:30,215.5,216.2,201.6,205.2,95600,146100,16.83,-89.60876369327072,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,25345.0,431.533,34910.0,3.77,False,False,True,False,True,True,False,False,False,35450.0,145900.0,2022-07-05,207,19789200,110205050,482950,228.19,-21.19,False,False,False,30520289.999999996,35450.0
205,2022-07-05 10:45:00+05:30,205.2,213.9,199.05,201.6,74350,174450,16.55,-88.23112371499468,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,29037.5,424.20599999999996,43225.0,2.56,False,False,True,False,True,True,False,False,False,28350.0,174250.0,2022-07-05,204,15167400,125372450,557300,224.96,-20.96,False,True,False,36019563.75000001,28350.0
206,2022-07-05 11:00:00+05:30,201.6,218.85,201.35,216.65,88250,190900,22.39,-79.63464140730716,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,33322.5,417.074,52372.5,2.65,False,False,True,False,True,True,False,True,True,16450.0,190700.0,2022-07-05,212,18709000,144081450,645550,223.19,-11.19,False,True,False,40108090.0,16450.0
207,2022-07-05 11:15:00+05:30,216.65,218.5,194.0,197.05,125600,194700,20.39,-68.61313868613136,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,39590.0,410.13699999999994,61702.5,3.17,False,False,True,False,True,True,False,False,False,3800.0,194500.0,2022-07-05,203,25496800,169578250,771150,219.9,-16.9,False,False,False,40156875.0,3800.0
208,2022-07-05 11:30:00+05:30,197.7,203.2,189.75,193.4,105450,214100,20.03,-57.90209790209788,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,44805.0,402.867,71985.0,2.35,False,False,True,False,True,True,False,False,False,19400.0,213900.0,2022-07-05,195,20562750,190141000,876600,216.91,-21.91,False,False,False,42065297.5,19400.0
209,2022-07-05 11:45:00+05:30,193.4,206.05,193.4,196.5,90150,233500,21.29,-43.236903831118056,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,49237.5,395.335,83210.0,1.83,False,False,True,False,True,True,False,True,True,19400.0,233300.0,2022-07-05,198,17849700,207990700,966750,215.14,-17.14,False,True,False,46635787.50000001,19400.0
210,2022-07-05 12:00:00+05:30,196.5,202.1,187.2,191.35,80700,245750,20.71,-46.42066420664207,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,53207.5,387.7,95050.0,1.52,False,False,True,False,True,True,False,False,False,12250.0,245550.0,2022-07-05,193,15575100,223565800,1047450,213.44,-20.44,False,False,False,47835237.49999999,12250.0
211,2022-07-05 12:15:00+05:30,191.35,195.45,182.6,190.45,143600,275400,20.6,-40.54054054054053,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,60217.5,380.79400000000004,108332.5,2.38,False,False,True,False,True,True,False,False,False,29650.0,275200.0,2022-07-05,189,27140400,250706200,1191050,210.49,-21.49,False,False,False,52057484.99999999,29650.0
212,2022-07-05 12:30:00+05:30,190.0,213.75,189.3,209.35,179950,280400,28.9,5.93280914939243,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,69127.5,374.009,121877.5,2.6,False,False,True,False,True,False,False,True,True,5000.0,280200.0,2022-07-05,204,36709800,287416000,1371000,209.64,-5.64,False,True,False,56507610.0,5000.0
213,2022-07-05 12:45:00+05:30,210.5,221.05,195.7,219.75,174850,301450,33.05,23.648208469055373,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,77790.0,367.999,136500.0,2.25,False,False,True,False,True,False,False,True,True,21050.0,301250.0,2022-07-05,212,37068200,324484200,1545850,209.91,2.09,True,True,False,62814643.75,21050.0
214,2022-07-05 13:00:00+05:30,220.0,229.45,206.7,214.55,232900,313250,32.05,-3.139013452914789,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,89375.0,362.355,151692.5,2.61,False,False,True,False,True,False,False,False,False,11800.0,313050.0,2022-07-05,216,50306400,374790600,1778750,210.7,5.3,True,True,False,68311993.75,11800.0
215,2022-07-05 13:15:00+05:30,213.75,224.9,207.25,224.9,130700,334700,36.21,48.30875975715524,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,95862.5,356.784,167942.5,1.36,False,False,True,False,True,False,False,True,True,21450.0,334500.0,2022-07-05,219,28623300,403413900,1909450,211.27,7.73,True,True,False,72320302.5,21450.0
216,2022-07-05 13:30:00+05:30,225.0,248.9,216.8,247.35,201750,281650,44.2,70.56899934597776,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,105852.5,352.115,181522.5,1.91,False,True,True,False,True,False,True,True,True,-53050.0,281450.0,2022-07-05,237,47814750,451228650,2111200,213.73,23.27,True,True,False,65582202.50000001,53050.0
217,2022-07-05 13:45:00+05:30,249.0,322.95,247.35,303.1,287800,220700,58.2,82.571649883811,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,120137.5,348.039,192030.0,2.4,False,True,True,False,True,False,True,True,True,-60950.0,220500.0,2022-07-05,291,83749800,534978450,2399000,223.0,68.0,True,True,False,62932604.99999999,60950.0
218,2022-07-05 14:00:00+05:30,305.0,335.8,291.65,325.05,116750,153500,62.22,91.63810829335162,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,125787.5,344.095,199155.0,0.93,True,True,True,False,True,False,True,True,True,-67200.0,153300.0,2022-07-05,317,37009750,571988200,2515750,227.36,89.64,True,True,False,48156787.5,67200.0
219,2022-07-05 14:15:00+05:30,325.05,344.95,307.85,318.0,62650,129000,60.22,83.88687931601447,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,125517.5,340.092,202965.0,0.5,True,True,False,False,True,False,True,False,False,-24500.0,128800.0,2022-07-05,323,20235950,592224150,2578400,229.69,93.31,True,True,False,42105600.0,24500.0
220,2022-07-05 14:30:00+05:30,318.0,349.3,303.8,328.15,47800,122200,62.11,82.9030006978367,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,125102.5,337.455,205865.0,0.38,True,True,False,False,True,False,True,True,True,-6800.0,122000.0,2022-07-05,327,15630600,607854750,2626200,231.46,95.54,True,True,False,39904410.0,6800.0
221,2022-07-05 14:45:00+05:30,329.45,367.95,319.2,365.75,53900,102800,68.15,85.63049853372434,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,124825.0,335.37600000000003,207075.0,0.43,True,True,False,True,True,False,True,True,True,-19400.0,102600.0,2022-07-05,350,18865000,626719750,2680100,233.84,116.16,True,True,False,35319510.0,19400.0
222,2022-07-05 15:00:00+05:30,365.75,398.1,356.85,374.0,30500,93800,69.31,91.87554019014692,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,119915.0,334.405,205950.0,0.25,True,True,False,True,True,False,True,True,True,-9000.0,93600.0,2022-07-05,376,11468000,638187750,2710600,235.44,140.56,True,True,False,35407155.0,9000.0
223,2022-07-05 15:15:00+05:30,373.3,382.7,364.5,382.7,32600,73450,70.52,91.79755671902268,NIFTY2270716150PE,PE,16150.0,2022-07-07,50,NIFTY,117792.5,334.02799999999996,204090.0,0.28,True,True,False,True,True,False,True,True,True,-20350.0,73250.0,2022-07-05,376,12257600,650445350,2743200,237.11,138.89,True,False,False,27440920.0,20350.0
