,date,open,high,low,close,volume,oi,rsi,CMO,tradingsymbol,instrument_type,strike,expiry,lot_size,name,Volume_20_sma,close 50 sma,OI_20_sma,Volume x times,OI_below_20_sma,OI_trend,volume_trend,price>50sma,volume_qualify,rsi_signal,CMO_signal,rsi_trend,greencandle,OI_change,OI_change_cum,new_date,typical price,v*p,cum v*p,cum v,vwap,price_minus_vwap,price_vs_vwap,price_away_vwap,qualify,OI_Value,OI_change_abs
149,2022-06-22 09:15:00+05:30,773.15,1035.0,773.15,997.0,53225,23300,57.05,37.58614985940344,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,110781.25,1003.717,40111.25,0.48,True,True,True,False,True,False,False,True,True,-13350.0,23150.0,2022-06-22,935,49765375,49765375,53225,935.0,0.0,True,False,False,21064947.5,13350.0
150,2022-06-22 09:45:00+05:30,997.0,1011.4,927.0,961.45,17975,23550,55.49,36.92181069958849,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,111595.0,1009.9889999999999,40283.75,0.16,True,False,True,False,True,False,False,False,False,250.0,23400.0,2022-06-22,966,17363850,67129225,71200,942.83,23.17,True,True,False,22824660.0,250.0
151,2022-06-22 10:15:00+05:30,961.45,973.0,826.0,886.7,25275,22525,52.25,62.66214718727595,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,112711.25,1011.4490000000001,40448.75,0.22,True,True,True,False,True,False,True,False,False,-1025.0,22375.0,2022-06-22,895,22621125,89750350,96475,930.3,-35.3,False,False,False,20261237.5,1025.0
152,2022-06-22 10:45:00+05:30,886.7,929.0,782.95,904.45,18825,22525,52.95,61.05520805004081,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,113506.25,1012.1059999999999,40543.75,0.17,True,False,True,False,True,False,True,True,True,0.0,22375.0,2022-06-22,872,16415400,106165750,115300,920.78,-48.78,False,False,False,19280836.875,0.0
153,2022-06-22 11:15:00+05:30,904.45,969.7,880.25,958.25,7850,21400,55.11,65.35483458117362,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,113780.0,1013.487,40641.25,0.07,True,True,True,False,True,False,True,True,True,-1125.0,21250.0,2022-06-22,936,7347600,113513350,123150,921.75,14.25,True,True,False,19794465.0,1125.0
154,2022-06-22 11:45:00+05:30,958.25,997.2,938.0,942.0,7450,20325,54.3,57.909349621711684,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,113655.0,1012.146,40632.5,0.07,True,True,False,False,True,False,True,False,False,-1075.0,20175.0,2022-06-22,959,7144550,120657900,130600,923.87,35.13,True,True,False,19666470.0,1075.0
155,2022-06-22 12:15:00+05:30,942.0,994.25,880.0,959.6,18600,23175,55.07,48.41344108889836,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,114321.25,1008.937,40768.75,0.16,True,False,True,False,True,False,False,True,True,2850.0,23025.0,2022-06-22,944,17558400,138216300,149200,926.38,17.62,True,False,False,21717871.875,2850.0
156,2022-06-22 12:45:00+05:30,959.6,990.0,928.05,947.4,7450,22975,54.38,51.730735780135674,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,113857.5,1004.852,40601.25,0.07,True,True,False,False,True,False,True,False,False,-200.0,22825.0,2022-06-22,955,7114750,145331050,156650,927.74,27.26,True,True,False,22033599.375,200.0
157,2022-06-22 13:15:00+05:30,947.4,1071.8,947.4,1014.45,12775,20375,57.51,5.916256992710643,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,113006.25,1000.1240000000001,40222.5,0.11,True,True,False,True,True,False,False,True,True,-2600.0,20225.0,2022-06-22,1011,12915525,158246575,169425,934.02,76.98,True,True,False,20570600.0,2600.0
158,2022-06-22 13:45:00+05:30,1014.45,1039.9,862.85,898.6,10500,22025,51.01,-16.748834110592938,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,112641.25,993.0060000000001,39890.0,0.09,True,False,False,False,True,False,False,False,False,1650.0,21875.0,2022-06-22,933,9796500,168043075,179925,933.96,-0.96,False,False,False,20954034.375,1650.0
159,2022-06-22 14:15:00+05:30,898.6,974.35,880.0,929.75,12775,21925,52.56,12.980551786521918,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,112486.25,985.321,39481.25,0.11,True,True,False,False,True,False,False,True,True,-100.0,21775.0,2022-06-22,928,11855200,179898275,192700,933.57,-5.57,False,False,False,20328311.875,100.0
160,2022-06-22 14:45:00+05:30,929.75,985.3,821.75,967.6,16925,20575,54.45,17.953091684434956,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,112075.0,982.1189999999999,38795.0,0.15,True,True,False,False,True,False,False,True,True,-1350.0,20425.0,2022-06-22,924,15638700,195536975,209625,932.79,-8.79,True,False,False,18590026.875,1350.0
161,2022-06-22 15:15:00+05:30,967.6,1035.85,961.85,1017.65,4000,19375,56.89,17.068965517241367,BANKNIFTY2262333800PE,PE,33800.0,2022-06-23,25,BANKNIFTY,110520.0,976.933,37855.0,0.04,True,True,False,True,True,False,False,True,True,-1200.0,19225.0,2022-06-22,1005,4020000,199556975,213625,934.15,70.85,True,True,False,19352718.75,1200.0
