,date,open,high,low,close,volume,oi,rsi,CMO,tradingsymbol,instrument_type,strike,expiry,lot_size,name,Volume_20_sma,close 50 sma,OI_20_sma,Volume x times,OI_below_20_sma,OI_trend,volume_trend,price>50sma,volume_qualify,rsi_signal,CMO_signal,rsi_trend,greencandle,OI_change,OI_change_cum,new_date,typical price,v*p,cum v*p,cum v,vwap,price_minus_vwap,price_vs_vwap,price_away_vwap,qualify,OI_Value,OI_change_abs
1247,2022-07-05 09:15:00+05:30,0.7,0.75,0.7,0.75,1500,28950,56.69,0.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,782.5,0.684,34542.5,1.92,True,False,True,True,False,False,False,True,True,250.0,22100.0,2022-07-05,0,0,0,1500,0.0,0.0,True,False,False,20988.75,250.0
1248,2022-07-05 09:18:00+05:30,0.75,0.75,0.7,0.7,200,28950,51.28,-11.111111111111121,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,792.5,0.685,34237.5,0.25,True,False,True,True,False,False,False,False,False,0.0,22100.0,2022-07-05,0,0,0,1700,0.0,0.0,True,False,False,20988.75,0.0
1249,2022-07-05 09:21:00+05:30,0.7,0.7,0.7,0.7,1000,30400,51.28,0.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,832.5,0.686,33987.5,1.2,True,False,True,True,False,False,False,False,False,1450.0,23550.0,2022-07-05,0,0,0,2700,0.0,0.0,True,False,False,21280.0,1450.0
1250,2022-07-05 09:24:00+05:30,0.7,0.7,0.6,0.6,1550,30400,41.98,-20.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,910.0,0.684,33737.5,1.7,True,False,True,False,False,False,False,False,False,0.0,23550.0,2022-07-05,0,0,0,4250,0.0,0.0,True,False,False,19759.999999999996,0.0
1251,2022-07-05 09:27:00+05:30,0.6,0.6,0.6,0.6,0,30400,41.98,-20.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,910.0,0.6819999999999999,33487.5,0.0,True,False,False,False,False,False,False,False,False,0.0,23550.0,2022-07-05,0,0,0,4250,0.0,0.0,True,False,False,18240.0,0.0
1252,2022-07-05 09:30:00+05:30,0.6,0.6,0.6,0.6,100,32200,41.98,-20.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,907.5,0.68,33327.5,0.11,True,False,False,False,False,False,False,False,False,1800.0,25350.0,2022-07-05,0,0,0,4350,0.0,0.0,True,False,False,19320.0,1800.0
1253,2022-07-05 09:33:00+05:30,0.6,0.6,0.6,0.6,200,32200,41.98,-11.111111111111121,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,915.0,0.6779999999999999,33170.0,0.22,True,False,True,False,False,False,False,False,False,0.0,25350.0,2022-07-05,0,0,0,4550,0.0,0.0,True,False,False,19320.0,0.0
1254,2022-07-05 09:36:00+05:30,0.6,0.6,0.6,0.6,50,32000,41.98,14.285714285714269,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,917.5,0.677,33002.5,0.05,True,True,True,False,False,False,False,False,False,-200.0,25150.0,2022-07-05,0,0,0,4600,0.0,0.0,True,False,False,19200.0,200.0
1255,2022-07-05 09:39:00+05:30,0.6,0.6,0.6,0.6,900,31800,41.98,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,962.5,0.676,32825.0,0.94,True,True,True,False,False,False,False,False,False,-200.0,24950.0,2022-07-05,0,0,0,5500,0.0,0.0,True,False,False,19080.0,200.0
1256,2022-07-05 09:42:00+05:30,0.6,0.65,0.55,0.55,2050,33600,36.78,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,1040.0,0.674,32740.0,1.97,False,False,True,False,False,False,False,False,False,1800.0,26750.0,2022-07-05,0,0,0,7550,0.0,0.0,True,False,False,20160.000000000004,1800.0
1257,2022-07-05 09:45:00+05:30,0.55,0.55,0.5,0.5,2000,33600,32.45,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,970.0,0.6709999999999999,32652.5,2.06,False,False,False,False,False,False,False,False,False,0.0,26750.0,2022-07-05,0,0,0,9550,0.0,0.0,True,False,False,17640.0,0.0
1258,2022-07-05 09:48:00+05:30,0.5,0.5,0.5,0.5,0,33600,32.45,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,925.0,0.6679999999999999,32560.0,0.0,False,False,False,False,False,False,False,False,False,0.0,26750.0,2022-07-05,0,0,0,9550,0.0,0.0,True,False,False,16800.0,0.0
1259,2022-07-05 09:51:00+05:30,0.5,0.5,0.5,0.5,0,33600,32.45,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,925.0,0.664,32467.5,0.0,False,False,False,False,False,False,False,False,False,0.0,26750.0,2022-07-05,0,0,0,9550,0.0,0.0,True,False,False,16800.0,0.0
1260,2022-07-05 09:54:00+05:30,0.5,0.5,0.5,0.5,0,33600,32.45,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,925.0,0.66,32407.5,0.0,False,False,False,False,False,False,False,False,False,0.0,26750.0,2022-07-05,0,0,0,9550,0.0,0.0,True,False,False,16800.0,0.0
1261,2022-07-05 09:57:00+05:30,0.5,0.55,0.45,0.5,3150,32000,32.45,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,1072.5,0.6559999999999999,32265.0,2.94,True,True,True,False,False,False,False,False,False,-1600.0,25150.0,2022-07-05,0,0,0,12700,0.0,0.0,True,False,False,16000.0,1600.0
1262,2022-07-05 10:00:00+05:30,0.5,0.5,0.5,0.5,50,30750,32.45,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,990.0,0.652,32055.0,0.05,True,True,False,False,False,False,False,False,False,-1250.0,23900.0,2022-07-05,0,0,0,12750,0.0,0.0,True,False,False,15375.0,1250.0
1263,2022-07-05 10:03:00+05:30,0.5,0.5,0.5,0.5,100,29500,32.45,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,985.0,0.648,31782.5,0.1,True,True,False,False,False,False,False,False,False,-1250.0,22650.0,2022-07-05,0,0,0,12850,0.0,0.0,True,False,False,14750.0,1250.0
1264,2022-07-05 10:06:00+05:30,0.5,0.5,0.5,0.5,0,29500,32.45,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,970.0,0.6439999999999999,31517.5,0.0,True,False,False,False,False,False,False,False,False,0.0,22650.0,2022-07-05,0,0,0,12850,0.0,0.0,True,False,False,14750.0,0.0
1265,2022-07-05 10:09:00+05:30,0.5,0.5,0.5,0.5,0,29500,32.45,,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,672.5,0.64,31262.5,0.0,True,False,False,False,False,False,False,False,False,0.0,22650.0,2022-07-05,0,0,0,12850,0.0,0.0,True,False,False,14750.0,0.0
1266,2022-07-05 10:12:00+05:30,0.5,0.5,0.45,0.45,2000,29400,26.39,-100.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,742.5,0.635,31297.5,2.69,True,True,True,False,False,True,False,False,False,-100.0,22550.0,2022-07-05,0,0,0,14850,0.0,0.0,True,False,False,13965.0,100.0
1267,2022-07-05 10:15:00+05:30,0.45,0.5,0.45,0.5,600,28900,38.71,0.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,697.5,0.631,31295.0,0.86,True,True,False,False,False,False,False,True,True,-500.0,22050.0,2022-07-05,0,0,0,15450,0.0,0.0,True,False,False,13727.5,500.0
1268,2022-07-05 10:18:00+05:30,0.5,0.5,0.5,0.5,0,28900,38.71,0.0,NIFTY2270717600CE,CE,17600.0,2022-07-07,50,NIFTY,687.5,0.628,31292.5,0.0,True,False,False,False,False,False,False,False,False,0.0,22050.0,2022-07-05,0,0,0,15450,0.0,0.0,True,False,False,14450.0,0.0
